Address,Type,Datetime,Latitude,Longitude,Report Location,Incident Number
5602 15th Av Ne,Aid Response Yellow,01/05/2021 11:38:00 AM,47.669459,-122.31188700000001,POINT (-122.311887 47.669459),F210001365
7759 11th Ave Sw,Aid Response,01/05/2021 11:40:00 AM,47.533009,-122.349301,POINT (-122.349301 47.533009),F210001366
4308 12th Ave S,Aid Response,01/05/2021 11:42:00 AM,47.56524,-122.317278,POINT (-122.317278 47.56524),F210001367
1212 Queen Anne Av N,Aid Response,01/05/2021 12:31:00 PM,47.629670000000004,-122.35662099999999,POINT (-122.356621 47.62967),F210001380
2001 3rd Av,Aid Response,01/05/2021 12:43:00 PM,47.612398,-122.340892,POINT (-122.340892 47.612398),F210001381
512 Ne 83rd St,Aid Response,01/05/2021 10:21:00 AM,47.688953000000005,-122.322872,POINT (-122.322872 47.688953),F210001345
1st Ave / Yesler Way,Aid Response,01/05/2021 10:26:00 AM,47.601721999999995,-122.334179,POINT (-122.334179 47.601722),F210001346
1325 4th Av,Auto Fire Alarm,01/05/2021 10:34:00 AM,47.608471,-122.335089,POINT (-122.335089 47.608471),F210001348
7312 38th Ave S,Referral To Agency,01/05/2021 10:35:00 AM,47.536557,-122.284702,POINT (-122.284702 47.536557),F210001349
4700 38th Av Sw,Medic Response,01/05/2021 10:37:00 AM,47.561082,-122.38006299999999,POINT (-122.380063 47.561082),F210001350
7500 Seward Park Av S,Auto Fire Alarm,01/05/2021 10:38:00 AM,47.535387,-122.267284,POINT (-122.267284 47.535387),F210001351
511 S Dearborn St,Trans to AMR,01/05/2021 10:39:00 AM,47.595814000000004,-122.32753500000001,POINT (-122.327535 47.595814),F210001352
3512 S Juneau St,Aid Response,01/05/2021 10:53:00 AM,47.549772,-122.288795,POINT (-122.288795 47.549772),F210001356
9800 4th Av Ne,Medic Response,01/05/2021 10:55:00 AM,47.699872,-122.324247,POINT (-122.324247 47.699872),F210001358
210 ALASKAN WAY S,Aid Response,01/05/2021 10:56:00 AM,47.600592999999996,-122.33591499999999,POINT (-122.335915 47.600593),F210001359
550 17th Ave,Aid Response,01/05/2021 11:00:00 AM,47.606283000000005,-122.310248,POINT (-122.310248 47.606283),F210001360
719 S Myrtle St,Illegal Burn,01/05/2021 11:06:00 AM,47.539435,-122.324648,POINT (-122.324648 47.539435),F210001361
607 3rd Av,Medic Response,01/05/2021 11:09:00 AM,47.602813,-122.33144899999999,POINT (-122.331449 47.602813),F210001362
185 37th Ave E,Aid Response,01/05/2021 11:28:00 AM,47.619953,-122.28591899999999,POINT (-122.285919 47.619953),F210001364
610 Harvard Av E,Auto Fire Alarm,01/05/2021 11:44:00 AM,47.624349,-122.32198899999999,POINT (-122.321989 47.624349),F210001368
657 S Weller St,Aid Response,01/05/2021 11:46:00 AM,47.597512,-122.324603,POINT (-122.324603 47.597512),F210001369
2905 1st Av,Aid Response,01/05/2021 11:50:00 AM,47.61695,-122.35256100000001,POINT (-122.352561 47.61695),F210001370
515 Minor Av,Aid Response,01/05/2021 12:02:00 PM,47.606466999999995,-122.32091000000001,POINT (-122.32091 47.606467),F210001371
2021 9th Ave,4RED - 2 + 1 + 1,01/05/2021 12:06:00 PM,47.616541999999995,-122.336001,POINT (-122.336001 47.616542),F210001372
Lake City Way Ne / Ne 125th St,Illegal Burn,01/05/2021 04:01:00 PM,47.719279,-122.29523300000001,POINT (-122.295233 47.719279),F210001432
9681 54th Ave S,Medic Response,01/05/2021 12:26:00 PM,47.515694,-122.265406,POINT (-122.265406 47.515694),F210001377
555 16th Av,Medic Response,01/05/2021 12:27:00 PM,47.606687,-122.31155,POINT (-122.31155 47.606687),F210001378
2400 Elliott Av,Auto Fire Alarm,01/05/2021 12:28:00 PM,47.612815000000005,-122.34953300000001,POINT (-122.349533 47.612815),F210001379
4150 California Av Sw,Triaged Incident,01/05/2021 04:23:00 PM,47.566233000000004,-122.386771,POINT (-122.386771 47.566233),F210001442
9058 14th Ave Sw,Aid Response,01/05/2021 04:33:00 PM,47.522313,-122.352832,POINT (-122.352832 47.522313),F210001445
11 W Aloha St,Aid Response,01/05/2021 12:52:00 PM,47.627192,-122.35682299999999,POINT (-122.356823 47.627192),F210001382
N 35th St / Troll Ave N,Triaged Incident,01/05/2021 04:46:00 PM,47.650159,-122.34743,POINT (-122.34743 47.650159),F210001449
1820 Yale Ave,Trans to AMR,01/05/2021 12:59:00 PM,47.617653999999995,-122.329951,POINT (-122.329951 47.617654),F210001383
10701 Meridian Av N,Aid Response,01/05/2021 01:05:00 PM,47.70685,-122.33396100000002,POINT (-122.333961 47.70685),F210001384
1323 Minor Ave,Medic Response,01/05/2021 01:18:00 PM,47.612171000000004,-122.32618799999999,POINT (-122.326188 47.612171),F210001385
520 Terry Ave,Auto Fire Alarm,01/05/2021 01:26:00 PM,47.605443,-122.32311499999999,POINT (-122.323115 47.605443),F210001386
3rd Ave / Pine St,Triaged Incident,01/05/2021 05:23:00 PM,47.610743,-122.338702,POINT (-122.338702 47.610743),F210001466
4550 11th Av Ne,Referral To Agency,01/05/2021 01:32:00 PM,47.661747,-122.31656699999999,POINT (-122.316567 47.661747),F210001388
7300 26th Ave Nw,MVI - Motor Vehicle Incident,01/05/2021 01:38:00 PM,47.681308,-122.38976299999999,POINT (-122.389763 47.681308),F210001389
836 Ne Northgate Way,Medic Response,01/05/2021 01:44:00 PM,47.708574,-122.32006799999999,POINT (-122.320068 47.708574),F210001390
101 6th Av S,Rescue Elevator,01/05/2021 01:49:00 PM,47.601701,-122.326351,POINT (-122.326351 47.601701),F210001391
525 14th Av E,Low Acuity Response,01/05/2021 01:51:00 PM,47.623391,-122.314649,POINT (-122.314649 47.623391),F210001392
501 E PINE ST,Aid Response,01/05/2021 01:53:00 PM,47.615219,-122.32551799999999,POINT (-122.325518 47.615219),F210001394
3rd Ave S / S Washington St,Aid Response,01/05/2021 01:58:00 PM,47.600877000000004,-122.33026799999999,POINT (-122.330268 47.600877),F210001396
14335 26th Ave Ne,Aid Response,01/05/2021 01:59:00 PM,47.732865999999994,-122.300578,POINT (-122.300578 47.732866),F210001397
11011 Meridian Ave N,Aid Response,01/05/2021 02:00:00 PM,47.708709000000006,-122.33399399999999,POINT (-122.333994 47.708709),F210001398
158 Nw 59th St,Investigate Out Of Service,01/05/2021 02:06:00 PM,47.671607,-122.35881100000002,POINT (-122.358811 47.671607),F210001399
1st Ave / Yesler Way,Aid Response,01/05/2021 02:07:00 PM,47.601721999999995,-122.334179,POINT (-122.334179 47.601722),F210001400
533 3rd Av W,Auto Fire Alarm,01/05/2021 02:11:00 PM,47.623717,-122.36063500000002,POINT (-122.360635 47.623717),F210001401
2140 N Northgate Way,Medic Response,01/05/2021 02:11:00 PM,47.708656,-122.3329,POINT (-122.3329 47.708656),F210001402
6230 BEACON AV S,1RED 1 Unit,01/05/2021 02:15:00 PM,47.546731,-122.30044299999999,POINT (-122.300443 47.546731),F210001403
10621 Bagley Av N,Low Acuity Response,01/05/2021 02:18:00 PM,47.706119,-122.33260700000001,POINT (-122.332607 47.706119),F210001404
1923 3rd Ave,Aid Response,01/05/2021 02:19:00 PM,47.611802000000004,-122.33988400000001,POINT (-122.339884 47.611802),F210001405
12721 4th Ave Nw,Low Acuity Response,01/05/2021 02:29:00 PM,47.721579,-122.362306,POINT (-122.362306 47.721579),F210001406
2721 4th Av,Trans to AMR,01/05/2021 06:05:00 PM,47.617908,-122.34823,POINT (-122.34823 47.617908),F210001483
1200 Western Av,Auto Fire Alarm,01/05/2021 02:36:00 PM,47.605657,-122.338654,POINT (-122.338654 47.605657),F210001408
2919 Fuhrman Av E,Aid Response,01/05/2021 02:40:00 PM,47.647083,-122.31722099999999,POINT (-122.317221 47.647083),F210001409
9230 2nd Av Sw,Aid Response,01/05/2021 02:44:00 PM,47.520679,-122.335803,POINT (-122.335803 47.520679),F210001411
801 9th Av,Aid Response,01/05/2021 02:47:00 PM,47.606982,-122.32605600000001,POINT (-122.326056 47.606982),F210001412
9401 Myers Way S,Medic Response,01/05/2021 02:49:00 PM,47.518658,-122.333265,POINT (-122.333265 47.518658),F210001413
400 S Washington St,Aid Response,01/05/2021 02:50:00 PM,47.600875,-122.32896299999999,POINT (-122.328963 47.600875),F210001414
105 5th Ave S,Triaged Incident,01/05/2021 02:55:00 PM,47.601643,-122.327656,POINT (-122.327656 47.601643),F210001415
3512 Albion Pl N,Aid Response,01/05/2021 02:56:00 PM,47.649846999999994,-122.34475400000001,POINT (-122.344754 47.649847),F210001416
2255 4th Av S,Aid Response,01/05/2021 03:03:00 PM,47.583397999999995,-122.329054,POINT (-122.329054 47.583398),F210001417
900 Terry Av,Trans to AMR,01/05/2021 03:09:00 PM,47.60816,-122.325598,POINT (-122.325598 47.60816),F210001419
2150 N 107th St,Medic Response,01/05/2021 03:10:00 PM,47.70684,-122.33246100000001,POINT (-122.332461 47.70684),F210001420
6869 Woodlawn Av Ne,Aid Response,01/05/2021 03:15:00 PM,47.677673999999996,-122.32683700000001,POINT (-122.326837 47.677674),F210001421
4th Ave S / S Horton St,MVI - Motor Vehicle Incident,01/05/2021 03:19:00 PM,47.574384,-122.32905900000002,POINT (-122.329059 47.574384),F210001422
9230 2nd Av Sw,Low Acuity Response,01/05/2021 03:31:00 PM,47.520679,-122.335803,POINT (-122.335803 47.520679),F210001423
Wallingford Ave N / East Green Lake Dr N,Aid Response,01/05/2021 03:36:00 PM,47.685612,-122.33676499999999,POINT (-122.336765 47.685612),F210001424
431 Boylston Av E,Aid Response,01/05/2021 03:45:00 PM,47.622347999999995,-122.32307,POINT (-122.32307 47.622348),F210001425
1753 Nw 56th St,Aid Response,01/05/2021 03:48:00 PM,47.669446,-122.37945,POINT (-122.37945 47.669446),F210001427
Westlake Ave N / Thomas St,Triaged Incident,01/05/2021 07:49:00 PM,47.620874,-122.33846499999999,POINT (-122.338465 47.620874),F210001522
300 Pine St,Trans to AMR,01/05/2021 03:49:00 PM,47.610743,-122.338702,POINT (-122.338702 47.610743),F210001426
520 Terry Ave,Automatic Fire Alarm False,01/05/2021 04:00:00 PM,47.605443,-122.32311499999999,POINT (-122.323115 47.605443),F210001431
1624 Boren Av,Trans to AMR,01/05/2021 04:03:00 PM,47.61469,-122.33003500000001,POINT (-122.330035 47.61469),F210001434
3616 34th Ave S,Aid Response,01/05/2021 04:04:00 PM,47.571435,-122.289925,POINT (-122.289925 47.571435),F210001433
3rd Ave / Pine St,Trans to AMR,01/05/2021 04:07:00 PM,47.610743,-122.338702,POINT (-122.338702 47.610743),F210001435
3732 E High Ln,Automatic Fire Alarm Resd,01/05/2021 04:10:00 PM,47.620643,-122.28528700000001,POINT (-122.285287 47.620643),F210001437
3820 Rainier Av S,Aid Response,01/05/2021 05:32:00 PM,47.569608,-122.29048600000002,POINT (-122.290486 47.569608),F210001468
4500 Wallingford Ave N,Medic Response,01/05/2021 05:33:00 PM,47.661386,-122.336294,POINT (-122.336294 47.661386),F210001469
10th Ave E / E Roy St,Aid Response,01/05/2021 04:10:00 PM,47.62535,-122.320008,POINT (-122.320008 47.62535),F210001438
4th Ave S / S Lander St,Medic Response- 6 per Rule,01/05/2021 06:04:00 PM,47.579809000000004,-122.329057,POINT (-122.329057 47.579809),F210001482
M L King Jr Way S / S Trenton St,Medic Response,01/05/2021 06:04:00 PM,47.524264,-122.278702,POINT (-122.278702 47.524264),F210001481
11309 35th Ave Ne,MVI - Motor Vehicle Incident,01/05/2021 06:07:00 PM,47.710252000000004,-122.290704,POINT (-122.290704 47.710252),F210001484
211 Dexter Av N,Aid Response,01/05/2021 06:08:00 PM,47.619839,-122.34239099999999,POINT (-122.342391 47.619839),F210001486
1902 2nd Av,Trans to AMR,01/05/2021 04:52:00 PM,47.610972,-122.340465,POINT (-122.340465 47.610972),F210001451
13730 Lake City Way Ne,Medic Response,01/05/2021 04:55:00 PM,47.728466,-122.29225600000001,POINT (-122.292256 47.728466),F210001452
3621 33rd Av S,Trans to AMR,01/05/2021 04:58:00 PM,47.571408,-122.291001,POINT (-122.291001 47.571408),F210001454
903 Columbia St,Aid Response,01/05/2021 04:26:00 PM,47.606996,-122.326022,POINT (-122.326022 47.606996),F210001443
4550 42nd Av Sw,Aid Response,01/05/2021 04:27:00 PM,47.562427,-122.385456,POINT (-122.385456 47.562427),F210001444
12702 15th Av Ne,Low Acuity Response,01/05/2021 04:35:00 PM,47.720887,-122.31267199999999,POINT (-122.312672 47.720887),F210001447
3402 Hunter Blvd S,Automatic Fire Alarm Resd,01/05/2021 04:36:00 PM,47.572424,-122.28490500000001,POINT (-122.284905 47.572424),F210001446
2057 N 78th St,Activated CO Detector,01/05/2021 05:16:00 PM,47.685821000000004,-122.33426100000001,POINT (-122.334261 47.685821),F210001462
800 4th Av N,Aid Response,01/05/2021 05:16:00 PM,47.626286,-122.348863,POINT (-122.348863 47.626286),F210001463
1st Ave S / S Lander St,Scenes Of Violence Aid,01/05/2021 05:02:00 PM,47.579811,-122.33420100000001,POINT (-122.334201 47.579811),F210001457
11033 53rd Ave S,Medic Response,01/05/2021 05:02:00 PM,47.502198,-122.26753899999999,POINT (-122.267539 47.502198),F210001458
312 S WASHINGTON ST,Aid Response,01/05/2021 05:09:00 PM,47.600877000000004,-122.33010800000001,POINT (-122.330108 47.600877),F210001459
9821 57th Ave S,Medic Response,01/05/2021 05:13:00 PM,47.512664,-122.262056,POINT (-122.262056 47.512664),F210001461
720 8th Ave S,Aid Response Yellow,01/05/2021 05:29:00 PM,47.596499,-122.322456,POINT (-122.322456 47.596499),F210001467
3935 University Way Ne,Aid Response,01/05/2021 06:27:00 PM,47.654722,-122.313301,POINT (-122.313301 47.654722),F210001491
Terrace St / 5th Ave,Aid Response,01/05/2021 06:29:00 PM,47.602272,-122.32788300000001,POINT (-122.327883 47.602272),F210001494
E Madison St / 17th Ave,Trans to AMR,01/05/2021 05:36:00 PM,47.615590000000005,-122.310151,POINT (-122.310151 47.61559),F210001470
111 Terry Ave N,Aid Response,01/05/2021 05:41:00 PM,47.618646999999996,-122.337153,POINT (-122.337153 47.618647),F210001472
11301 3rd Av Ne,Aid Response,01/05/2021 05:41:00 PM,47.71049,-122.326004,POINT (-122.326004 47.71049),F210001473
2519 1st Av,Medic Response,01/05/2021 05:42:00 PM,47.614798,-122.348918,POINT (-122.348918 47.614798),F210001474
200 6th Av N,Aid Response,01/05/2021 05:46:00 PM,47.61973,-122.34500700000001,POINT (-122.345007 47.61973),F210001475
900 S Jackson St,Aid Response,01/05/2021 05:53:00 PM,47.599191,-122.321025,POINT (-122.321025 47.599191),F210001476
Westlake Ave N / John St,MVI - Motor Vehicle Incident,01/05/2021 06:53:00 PM,47.619704999999996,-122.338475,POINT (-122.338475 47.619705),F210001498
1600 3rd Ave,Aid Response,01/05/2021 05:57:00 PM,47.610743,-122.338702,POINT (-122.338702 47.610743),F210001478
710 Cherry St,Trans to AMR,01/05/2021 06:00:00 PM,47.605387,-122.32751100000002,POINT (-122.327511 47.605387),F210001480
1831 8th Av,Trans to AMR,01/05/2021 06:12:00 PM,47.614331,-122.33443899999999,POINT (-122.334439 47.614331),F210001488
6727 Rainier Av S,Auto Fire Alarm,01/05/2021 06:22:00 PM,47.542238,-122.27264199999999,POINT (-122.272642 47.542238),F210001489
510 6th Av S,Auto Fire Alarm,01/05/2021 06:22:00 PM,47.598268,-122.32636399999998,POINT (-122.326364 47.598268),F210001490
2400 Elliott Av,Auto Fire Alarm,01/05/2021 06:48:00 PM,47.612815000000005,-122.34953300000001,POINT (-122.349533 47.612815),F210001497
430 Minor Av N,Aid Response,01/05/2021 06:53:00 PM,47.622312,-122.332995,POINT (-122.332995 47.622312),F210001499
1124 Columbia St,Aid Response,01/05/2021 06:36:00 PM,47.608025,-122.32356200000001,POINT (-122.323562 47.608025),F210001495
1950 26th Av W,Medic Response,01/05/2021 07:02:00 PM,47.636269,-122.39036100000001,POINT (-122.390361 47.636269),F210001503
7524 35th Av Sw,Medic Response,01/05/2021 07:03:00 PM,47.535284000000004,-122.376607,POINT (-122.376607 47.535284),F210001504
519 Queen Anne Av N,Medic Response,01/05/2021 07:19:00 PM,47.623517,-122.35671799999999,POINT (-122.356718 47.623517),F210001507
3305 E John St,Automatic Fire Alarm Resd,01/05/2021 07:22:00 PM,47.620152000000004,-122.29008700000001,POINT (-122.290087 47.620152),F210001511
9400 39th Ave S,Medic Response,01/05/2021 07:23:00 PM,47.518256,-122.2837,POINT (-122.2837 47.518256),F210001510
5th Ave N / Mercer St,Aid Response,01/05/2021 07:25:00 PM,47.624495,-122.347568,POINT (-122.347568 47.624495),F210001513
9201 Rainier Av S,Aid Response,01/05/2021 07:25:00 PM,47.52101,-122.269997,POINT (-122.269997 47.52101),F210001514
5602 15th Av Ne,Trans to AMR,01/05/2021 07:31:00 PM,47.669459,-122.31188700000001,POINT (-122.311887 47.669459),F210001516
9431 49th Ave S,Aid Response,01/05/2021 07:32:00 PM,47.517776,-122.27213300000001,POINT (-122.272133 47.517776),F210001517
N 50th St / Sunnyside Ave N,Trans to AMR,01/05/2021 07:45:00 PM,47.665017,-122.330583,POINT (-122.330583 47.665017),F210001520
5444 Delridge Way Sw,Aid Response,01/05/2021 07:47:00 PM,47.553321000000004,-122.36296899999999,POINT (-122.362969 47.553321),F210001521
S JACKSON ST / 4TH AVE S,Aid Response,01/05/2021 07:49:00 PM,47.599197,-122.32896799999999,POINT (-122.328968 47.599197),F210001523
8900 Aurora Av N,Trans to AMR,01/05/2021 07:50:00 PM,47.693461,-122.34455600000001,POINT (-122.344556 47.693461),F210001524
15TH AVE NW / NW MARKET ST,Aid Response,01/05/2021 08:03:00 PM,47.668667,-122.37621399999999,POINT (-122.376214 47.668667),F210001525
2460 Montavista Pl W,Unk Odor,01/05/2021 08:06:00 PM,47.641104999999996,-122.404556,POINT (-122.404556 47.641105),F210001526
160 Roy St,Trans to AMR,01/05/2021 08:07:00 PM,47.625446000000004,-122.353819,POINT (-122.353819 47.625446),F210001528
9201 Rainier Av S,Aid Response Yellow,01/05/2021 08:10:00 PM,47.52101,-122.269997,POINT (-122.269997 47.52101),F210001529
2208 15th Av W,Aid Response,01/05/2021 08:18:00 PM,47.638695,-122.376149,POINT (-122.376149 47.638695),F210001530
1502 E Yesler Way,Medic Response,01/05/2021 08:19:00 PM,47.601686,-122.31285,POINT (-122.31285 47.601686),F210001531
2024 3rd Av,Aid Response,01/05/2021 08:22:00 PM,47.612578000000006,-122.341197,POINT (-122.341197 47.612578),F210001532
2140 N Northgate Way,Auto Fire Alarm,01/05/2021 09:18:00 PM,47.708656,-122.3329,POINT (-122.3329 47.708656),F210001543
5TH AVE S / S JACKSON ST,Aid Response,01/05/2021 08:26:00 PM,47.599195,-122.32766699999999,POINT (-122.327667 47.599195),F210001533
4545 39TH AVE SW,MVI - Motor Vehicle Incident,01/05/2021 08:31:00 PM,47.562540000000006,-122.38140200000001,POINT (-122.381402 47.56254),F210001534
905 Cherry St,Aid Response,01/05/2021 08:42:00 PM,47.606293,-122.325346,POINT (-122.325346 47.606293),F210001535
Corliss Ave N / N 85th St,MVI - Motor Vehicle Incident,01/06/2021 07:44:00 AM,47.690395,-122.33105900000001,POINT (-122.331059 47.690395),F210001649
3824 S Myrtle St,Triaged Incident,01/06/2021 12:39:00 AM,47.538880999999996,-122.28449599999999,POINT (-122.284496 47.538881),F210001577
3642 33rd Av S,Aid Response,01/05/2021 08:49:00 PM,47.571233,-122.291003,POINT (-122.291003 47.571233),F210001536
937 N 96th St,Trans to AMR,01/05/2021 09:02:00 PM,47.698721,-122.34681,POINT (-122.34681 47.698721),F210001537
2212 S Jackson St,Rescue Elevator,01/05/2021 09:06:00 PM,47.599276,-122.303156,POINT (-122.303156 47.599276),F210001538
105 5th Ave S,TEST - MIS TEST,01/05/2021 09:06:00 PM,47.601643,-122.327656,POINT (-122.327656 47.601643),F210001539
619 3rd Av,Medic Response,01/05/2021 09:07:00 PM,47.6029,-122.331529,POINT (-122.331529 47.6029),F210001540
2910 12th Ave S,Trans to AMR,01/05/2021 09:53:00 PM,47.577675,-122.31736200000002,POINT (-122.317362 47.577675),F210001548
West Marginal Way S / 1st Ave S,MVI - Motor Vehicle Incident,01/05/2021 10:00:00 PM,47.538315000000004,-122.334445,POINT (-122.334445 47.538315),F210001551
2208 15th Av W,Aid Response,01/05/2021 09:37:00 PM,47.638695,-122.376149,POINT (-122.376149 47.638695),F210001544
2870 S Hanford St,Aid Response,01/05/2021 09:40:00 PM,47.574853000000004,-122.29588799999999,POINT (-122.295888 47.574853),F210001545
8511 15th Av Ne,Aid Response,01/05/2021 09:42:00 PM,47.690434,-122.31223,POINT (-122.31223 47.690434),F210001546
10345 Meridian Av N,Aid Response,01/05/2021 09:46:00 PM,47.703624,-122.333909,POINT (-122.333909 47.703624),F210001547
133 Pontius Ave N,Aid Response,01/06/2021 01:22:00 AM,47.619624,-122.332269,POINT (-122.332269 47.619624),F210001588
533 3rd Av W,Auto Fire Alarm,01/05/2021 10:19:00 PM,47.623717,-122.36063500000002,POINT (-122.360635 47.623717),F210001552
2127 Belvidere Ave Sw,Aid Response,01/05/2021 10:28:00 PM,47.584885,-122.38064399999999,POINT (-122.380644 47.584885),F210001554
9200 2nd Av Sw,Low Acuity Response,01/05/2021 10:33:00 PM,47.521244,-122.336301,POINT (-122.336301 47.521244),F210001555
8824 Midvale Ave N,Scenes Of Violence 7,01/05/2021 10:37:00 PM,47.692575,-122.342394,POINT (-122.342394 47.692575),F210001556
N 84th St / Linden Ave N,Aid Response,01/05/2021 10:51:00 PM,47.689836,-122.34721599999999,POINT (-122.347216 47.689836),F210001557
900 University St,Aid Response,01/05/2021 11:01:00 PM,47.61055,-122.32931799999999,POINT (-122.329318 47.61055),F210001558
24th Ave Nw / Shilshole Ave Nw,1RED 1 Unit,01/05/2021 11:04:00 PM,47.668401,-122.387569,POINT (-122.387569 47.668401),F210001559
3rd Ave W / W Cremona St,Aid Response,01/05/2021 11:15:00 PM,47.649545,-122.360883,POINT (-122.360883 47.649545),F210001560
301 Pine St,Trans to AMR,01/05/2021 11:22:00 PM,47.610748,-122.338691,POINT (-122.338691 47.610748),F210001561
4456 48th Ave Sw,Low Acuity Response,01/05/2021 11:25:00 PM,47.563746,-122.39346100000002,POINT (-122.393461 47.563746),F210001562
4700 California Av Sw,Aid Response,01/05/2021 11:26:00 PM,47.561106,-122.386778,POINT (-122.386778 47.561106),F210001563
1100 Minor Av,Aid Response,01/05/2021 11:30:00 PM,47.610516,-122.32468100000001,POINT (-122.324681 47.610516),F210001564
4014 Ne 123rd St,Aid Response,01/05/2021 11:34:00 PM,47.71736,-122.2851,POINT (-122.2851 47.71736),F210001565
14332 25th Ave Ne,Automatic Fire Alarm Resd,01/05/2021 11:41:00 PM,47.732296000000005,-122.30193200000001,POINT (-122.301932 47.732296),F210001566
913 S Jackson St,Rescue Lock In/Out,01/05/2021 11:49:00 PM,47.59919,-122.32084099999999,POINT (-122.320841 47.59919),F210001567
3820 RAINIER AV S,Trans to AMR,01/06/2021 12:10:00 AM,47.569608,-122.29048600000002,POINT (-122.290486 47.569608),F210001570
28th Ave Sw / Sw Roxbury St,Aid Response,01/06/2021 12:13:00 AM,47.517395,-122.36865900000001,POINT (-122.368659 47.517395),F210001571
2700 Beacon Av S,Aid Response,01/06/2021 12:16:00 AM,47.579471000000005,-122.312377,POINT (-122.312377 47.579471),F210001572
10708 Palatine Ave N,Low Acuity Response,01/06/2021 12:30:00 AM,47.70695,-122.356798,POINT (-122.356798 47.70695),F210001575
3757 Sw Rose St,Low Acuity Response,01/06/2021 12:44:00 AM,47.5291,-122.38008500000001,POINT (-122.380085 47.5291),F210001578
1802 17th Av,Aid Response,01/06/2021 12:53:00 AM,47.61762,-122.31013899999999,POINT (-122.310139 47.61762),F210001580
Occidental Ave S / S Kenyon St,Unk Odor,01/06/2021 12:55:00 AM,47.532041,-122.33421899999999,POINT (-122.334219 47.532041),F210001582
100 4th Ave S,Aid Response,01/06/2021 12:59:00 AM,47.601786,-122.328946,POINT (-122.328946 47.601786),F210001581
2415 Beacon Av S,Aid Response,01/06/2021 01:15:00 AM,47.581784999999996,-122.314525,POINT (-122.314525 47.581785),F210001583
1431 Minor Av,Aid Response,01/06/2021 01:17:00 AM,47.613246999999994,-122.32718700000001,POINT (-122.327187 47.613247),F210001584
2720 Ne 144th St,Aid Response,01/06/2021 01:28:00 AM,47.733066,-122.299052,POINT (-122.299052 47.733066),F210001589
913 S Jackson St,Rescue Elevator,01/06/2021 01:28:00 AM,47.59919,-122.32084099999999,POINT (-122.320841 47.59919),F210001590
503 S Royal Brougham Way,Aid Response,01/06/2021 01:34:00 AM,47.592399,-122.327256,POINT (-122.327256 47.592399),F210001592
403 Roy St,Triaged Incident,01/06/2021 05:39:00 AM,47.625428,-122.34883,POINT (-122.34883 47.625428),F210001624
5625 15th Av Ne,Aid Response,01/06/2021 01:54:00 AM,47.669758,-122.311889,POINT (-122.311889 47.669758),F210001595
555 16th Av,Medic Response- 7 per Rule,01/06/2021 01:59:00 AM,47.606687,-122.31155,POINT (-122.31155 47.606687),F210001596
207 Pontius Av N,Aid Response,01/06/2021 02:00:00 AM,47.619735999999996,-122.33169699999999,POINT (-122.331697 47.619736),F210001597
4500 40th Av Ne,Medic Response,01/06/2021 02:19:00 AM,47.661266,-122.284754,POINT (-122.284754 47.661266),F210001598
2140 N Northgate Way,Aid Response,01/06/2021 02:28:00 AM,47.708656,-122.3329,POINT (-122.3329 47.708656),F210001599
1911 22nd Av S,Trans to AMR,01/06/2021 02:31:00 AM,47.586234000000005,-122.30423700000001,POINT (-122.304237 47.586234),F210001600
3rd Ave / James St,Aid Response,01/06/2021 02:34:00 AM,47.602769,-122.33140900000001,POINT (-122.331409 47.602769),F210001601
80 Stewart St,Triaged Incident,01/06/2021 06:29:00 AM,47.609799,-122.34195,POINT (-122.34195 47.609799),F210001635
1606 4th Ave W,Furnace Problem,01/06/2021 02:37:00 AM,47.633559999999996,-122.36235,POINT (-122.36235 47.63356),F210001602
8601 26th Ave Ne,Trans to AMR,01/06/2021 02:39:00 AM,47.690751,-122.300386,POINT (-122.300386 47.690751),F210001603
10th Ave / E Pike St,Aid Response,01/06/2021 02:53:00 AM,47.614084999999996,-122.319447,POINT (-122.319447 47.614085),F210001604
4400 Stone Way N,Aid Response,01/06/2021 03:13:00 AM,47.65996,-122.34221699999999,POINT (-122.342217 47.65996),F210001605
206 12th Av E,Aid Response,01/06/2021 03:58:00 AM,47.619997,-122.316929,POINT (-122.316929 47.619997),F210001606
1600 2nd Ave,AFA4 - Auto Alarm 2 + 1 + 1,01/06/2021 04:08:00 AM,47.610278,-122.33981200000001,POINT (-122.339812 47.610278),F210001608
1525 36th Ave,Trans to AMR,01/06/2021 04:53:00 AM,47.614328,-122.287075,POINT (-122.287075 47.614328),F210001610
509 3rd Av,Auto Fire Alarm,01/06/2021 04:57:00 AM,47.602114,-122.330809,POINT (-122.330809 47.602114),F210001611
4th Ave / Union St,Aid Response,01/06/2021 04:57:00 AM,47.609221000000005,-122.335775,POINT (-122.335775 47.609221),F210001612
2024 3rd Av,Low Acuity Response,01/06/2021 04:59:00 AM,47.612578000000006,-122.341197,POINT (-122.341197 47.612578),F210001614
1200 University St,Aid Response,01/06/2021 05:03:00 AM,47.611943,-122.32598700000001,POINT (-122.325987 47.611943),F210001616
Nw 100th Pl / 7th Ave Nw,Aid Response,01/06/2021 05:03:00 AM,47.702503,-122.363849,POINT (-122.363849 47.702503),F210001617
Ne 50th St / 9th Ave Ne,Rubbish Fire,01/06/2021 05:36:00 AM,47.664944,-122.31843799999999,POINT (-122.318438 47.664944),F210001621
914 James St,Aid Response,01/06/2021 05:49:00 AM,47.605621,-122.324591,POINT (-122.324591 47.605621),F210001627
